date,product
2018-10-15,sh511010
2018-10-16,sh511010
2018-10-17,sh511010
2018-10-18,sh511010
2018-10-19,sh511010
2018-10-22,sh510050
2018-10-23,sh510050
2018-10-24,sh510050
2018-10-25,sh510050
2018-10-26,sh510050
2018-10-29,sh511010
2018-10-30,sh511010
2018-10-31,sh511010
2018-11-01,sh510050
2018-11-02,sh510050
2018-11-05,sh511010
2018-11-06,sh511010
2018-11-07,sh511010
2018-11-08,sh511010
2018-11-09,sh511010
2018-11-12,sh511010
2018-11-13,sh511010
2018-11-14,sz159915
2018-11-15,sz159915
2018-11-16,sz159915
2018-11-19,sz159915
2018-11-20,sz159915
2018-11-21,sz159915
2018-11-22,sz159915
2018-11-23,sz159915
2018-11-26,sz159915
2018-11-27,sz159915
2018-11-28,sz159915
2018-11-29,sz159915
2018-11-30,sz159915
2018-12-03,sz159915
2018-12-04,sz159915
2018-12-05,sz159915
2018-12-06,sz159915
2018-12-07,sz159915
2018-12-10,sz159915
2018-12-11,sh511010
2018-12-12,sh511010
2018-12-13,sh511010
2018-12-14,sh511010
2018-12-17,sh511010
2018-12-18,sh511010
2018-12-19,sh511010
2018-12-20,sh511010
2018-12-21,sh511010
2018-12-24,sh511010
2018-12-25,sh511010
2018-12-26,sh511010
2018-12-27,sh511010
2018-12-28,sh511010
2019-01-02,sh511010
2019-01-03,sh511010
2019-01-04,sh511010
2019-01-07,sh511010
2019-01-08,sh511010
2019-01-09,sh511010
2019-01-10,sh511010
2019-01-11,sh511010
2019-01-14,sh511010
2019-01-15,sh511010
2019-01-16,sh511010
2019-01-17,sh511010
2019-01-18,sh511010
2019-01-21,sh510050
2019-01-22,sh511010
2019-01-23,sh511010
2019-01-24,sh511010
2019-01-25,sh511010
2019-01-28,sh510050
2019-01-29,sh510050
2019-01-30,sh510050
2019-01-31,sh510050
2019-02-01,sh510050
2019-02-11,sh510050
2019-02-12,sh510050
2019-02-13,sh510050
2019-02-14,sh510050
2019-02-15,sh510050
2019-02-18,sz159915
2019-02-19,sz159915
2019-02-20,sh510050
2019-02-21,sz159915
2019-02-22,sz159915
2019-02-25,sz159915
2019-02-26,sz159915
2019-02-27,sz159915
2019-02-28,sz159915
2019-03-01,sz159915
2019-03-04,sz159915
2019-03-05,sz159915
2019-03-06,sz159915
2019-03-07,sz159915
2019-03-08,sz159915
2019-03-11,sz159915
2019-03-12,sz159915
2019-03-13,sz159915
2019-03-14,sz159915
2019-03-15,sz159915
2019-03-18,sz159915
2019-03-19,sz159915
2019-03-20,sz159915
2019-03-21,sz159915
2019-03-22,sz159915
